fight date,fight weightclass,win method,rounds,time,Winner,Loser
"May 19, 2018",Welterweight,U-DEC,5,5:00,Kamaru Usman,Demian Maia
"May 19, 2018",Women's Strawweight,SUB,1,2:44,Tatiana Suarez,Alexa Grasso
"May 19, 2018",Light Heavyweight,KO/TKO,1,2:55,Dominick Reyes,Jared Cannonier
"May 19, 2018",Bantamweight,U-DEC,3,5:00,Guido Cannetti,Diego Rivas
"May 19, 2018",Women's Flyweight,U-DEC,3,5:00,Andrea Lee,Veronica Macedo
"May 19, 2018",Welterweight,KO/TKO,1,4:16,Vicente Luque,Chad Laprise
"May 19, 2018",Welterweight,S-DEC,3,5:00,Michel Prazeres,Zak Cummings
"May 19, 2018",Flyweight,U-DEC,3,5:00,Alexandre Pantoja,Brandon Moreno
"May 19, 2018",Women's Strawweight,KO/TKO,1,0:33,Poliana Botelho,Syuri Kondo
"May 19, 2018",Featherweight,KO/TKO,1,0:39,Gabriel Benitez,Humberto Bandenay
"May 19, 2018",Featherweight,U-DEC,3,5:00,Enrique Barzola,Brandon Davis
"May 19, 2018",Bantamweight,U-DEC,3,5:00,Frankie Saenz,Henry Briones
"May 19, 2018",Lightweight,SUB,3,2:23,Claudio Puelles,Felipe Silva
"May 12, 2018",Women's Bantamweight,KO/TKO,5,2:36,Amanda Nunes,Raquel Pennington
"May 12, 2018",Middleweight,S-DEC,3,5:00,Kelvin Gastelum,Jacare Souza
"May 12, 2018",Women's Strawweight,SUB,1,2:27,Mackenzie Dern,Amanda Cooper
"May 12, 2018",Bantamweight,KO/TKO,3,3:43,John Lineker,Brian Kelleher
"May 12, 2018",Middleweight,KO/TKO,2,1:00,Lyoto Machida,Vitor Belfort
"May 12, 2018",Middleweight,SUB,1,4:45,Cezar Ferreira,Karl Roberson
"May 12, 2018",Heavyweight,SUB,1,1:45,Aleksei Oleinik,Junior Albini
"May 12, 2018",Lightweight,SUB,1,4:15,Davi Ramos,Nick Hein
"May 12, 2018",Welterweight,KO/TKO,1,3:40,Elizeu Zaleski dos Santos,Sean Strickland
"May 12, 2018",Welterweight,KO/TKO,2,5:00,Warlley Alves,Sultan Aliev
"May 12, 2018",Middleweight,KO/TKO,3,2:10,Jack Hermansson,Thales Leites
"May 12, 2018",Welterweight,U-DEC,3,5:00,Ramazan Emeev,Alberto Mina
"May 12, 2018",Middleweight,SUB,1,4:28,Markus Perez,James Bochnovic
"April 21, 2018",Lightweight,KO/TKO,5,2:18,Kevin Lee,Edson Barboza
"April 21, 2018",Featherweight,U-DEC,3,5:00,Frankie Edgar,Cub Swanson
"April 21, 2018",Heavyweight,U-DEC,3,5:00,Justin Willis,Chase Sherman
"April 21, 2018",Middleweight,KO/TKO,1,2:30,David Branch,Thiago Santos
"April 21, 2018",Bantamweight,U-DEC,3,5:00,Aljamain Sterling,Brett Johns
"April 21, 2018",Lightweight,KO/TKO,1,3:00,Dan Hooker,Jim Miller
"April 21, 2018",Welterweight,U-DEC,3,5:00,Ryan LaFlare,Alex Garcia
"April 21, 2018",Bantamweight,KO/TKO,3,5:00,Ricky Simon,Merab Dvalishvili
"April 21, 2018",Welterweight,KO/TKO,2,2:40,Siyar Bahadurzada,Luan Chagas
"April 21, 2018",Light Heavyweight,U-DEC,3,5:00,Corey Anderson,Patrick Cummins
"April 21, 2018",Welterweight,U-DEC,3,5:00,Anthony Rocco Martin,Keita Nakamura
"April 14, 2018",Lightweight,KO/TKO,4,0:33,Dustin Poirier,Justin Gaethje
"April 14, 2018",Welterweight,SUB,2,3:17,Alex Oliveira,Carlos Condit
"April 14, 2018",Middleweight,S-DEC,3,5:00,Israel Adesanya,Marvin Vettori
"April 14, 2018",Women's Strawweight,S-DEC,3,5:00,Michelle Waterson,Cortney Casey
"April 14, 2018",Middleweight,SUB,1,4:28,Antonio Carlos Junior,Tim Boetsch
"April 14, 2018",Welterweight,KO/TKO,2,4:12,Muslim Salikhov,Ricky Rainey
"April 14, 2018",Flyweight,U-DEC,3,5:00,John Moraga,Wilson Reis
"April 14, 2018",Middleweight,KO/TKO,3,2:16,Brad Tavares,Krzysztof Jotko
"April 14, 2018",Lightweight,KO/TKO,2,0:59,Gilbert Burns,Dan Moret
"April 14, 2018",Women's Flyweight,U-DEC,3,5:00,Lauren Mueller,Shana Dobson
"April 14, 2018",Welterweight,U-DEC,3,5:00,Yushin Okami,Dhiego Lima
"April 14, 2018",Heavyweight,SUB,2,1:59,Adam Wieczorek,Arjan Bhullar
"April 14, 2018",Bantamweight,KO/TKO,2,3:42,Alejandro Perez,Matthew Lopez
"April 14, 2018",Bantamweight,U-DEC,3,5:00,Luke Sanders,Patrick Williams
"April 07, 2018",Lightweight,U-DEC,5,5:00,Khabib Nurmagomedov,Al Iaquinta
"April 07, 2018",Women's Strawweight,U-DEC,5,5:00,Rose Namajunas,Joanna Jedrzejczyk
"April 07, 2018",Featherweight,U-DEC,3,5:00,Renato Moicano,Calvin Kattar
"April 07, 2018",Featherweight,U-DEC,3,5:00,Zabit Magomedsharipov,Kyle Bochniak
"April 07, 2018",Lightweight,KO/TKO,2,5:00,Chris Gruetzemacher,Joe Lauzon
"April 07, 2018",Women's Strawweight,S-DEC,3,5:00,Karolina Kowalkiewicz,Felice Herrig
"April 07, 2018",Lightweight,KO/TKO,1,0:53,Olivier Aubin-Mercier,Evan Dunham
"April 07, 2018",Women's Flyweight,U-DEC,3,5:00,Ashlee Evans-Smith,Bec Rawlings
"April 07, 2018",Light Heavyweight,U-DEC,3,5:00,Devin Clark,Mike Rodriguez
"March 17, 2018",Heavyweight,KO/TKO,4,1:38,Alexander Volkov,Fabricio Werdum
"March 17, 2018",Light Heavyweight,U-DEC,3,5:00,Jan Blachowicz,Jimi Manuwa
"March 17, 2018",Bantamweight,U-DEC,3,5:00,Tom Duquesnoy,Terrion Ware
"March 17, 2018",Welterweight,KO/TKO,3,4:59,Leon Edwards,Peter Sobotta
"March 17, 2018",Middleweight,SUB,1,3:58,Charles Byrd,John Phillips
"March 17, 2018",Welterweight,KO/TKO,1,2:12,Danny Roberts,Oliver Enkamp
"March 17, 2018",Featherweight,SUB,1,0:39,Danny Henry,Hakeem Dawodu
"March 17, 2018",Light Heavyweight,SUB,3,4:59,Paul Craig,Magomed Ankalaev
"March 17, 2018",Lightweight,S-DEC,3,5:00,Kajan Johnson,Stevie Ray
"March 17, 2018",Heavyweight,SUB,2,4:29,Dmitry Sosnovskiy,Mark Godbeer
"March 03, 2018",Women's Featherweight,KO/TKO,1,3:25,Cristiane Justino,Yana Kunitskaya
"March 03, 2018",Featherweight,KO/TKO,1,4:44,Brian Ortega,Frankie Edgar
"March 03, 2018",Bantamweight,U-DEC,3,5:00,Sean O'Malley,Andre Soukhamthath
"March 03, 2018",Heavyweight,U-DEC,3,5:00,Andrei Arlovski,Stefan Struve
"March 03, 2018",Women's Bantamweight,S-DEC,3,5:00,Ketlen Vieira,Cat Zingano
"March 03, 2018",Women's Strawweight,S-DEC,3,5:00,Mackenzie Dern,Ashley Yoder
"March 03, 2018",Lightweight,KO/TKO,1,0:42,Alexander Hernandez,Beneil Dariush
"March 03, 2018",Bantamweight,S-DEC,3,5:00,John Dodson,Pedro Munhoz
"March 03, 2018",Middleweight,DQ,1,5:00,CB Dollaway,Hector Lombard
"March 03, 2018",Welterweight,KO/TKO,1,2:34,Zak Ottow,Mike Pyle
"March 03, 2018",Bantamweight,S-DEC,3,5:00,Cody Stamann,Bryan Caraway
"March 03, 2018",Light Heavyweight,S-DEC,3,5:00,Jordan Johnson,Adam Milstead
"February 24, 2018",Featherweight,KO/TKO,2,1:35,Jeremy Stephens,Josh Emmett
"February 24, 2018",Women's Strawweight,U-DEC,3,5:00,Jessica Andrade,Tecia Torres
"February 24, 2018",Light Heavyweight,SUB,1,3:48,Ilir Latifi,Ovince Saint Preux
"February 24, 2018",Welterweight,U-DEC,3,5:00,Max Griffin,Mike Perry
"February 24, 2018",Bantamweight,U-DEC,3,5:00,Brian Kelleher,Renan Barao
"February 24, 2018",Women's Bantamweight,SUB,2,3:40,Marion Reneau,Sara McMann
"February 24, 2018",Women's Strawweight,U-DEC,3,5:00,Angela Hill,Maryna Moroz
"February 24, 2018",Welterweight,KO/TKO,2,2:38,Alan Jouban,Ben Saunders
"February 24, 2018",Light Heavyweight,KO/TKO,1,4:23,Sam Alvey,Marcin Prachnio
"February 24, 2018",Bantamweight,SUB,3,2:32,Rani Yahya,Russell Doane
"February 24, 2018",Flyweight,U-DEC,3,5:00,Alex Perez,Eric Shelton
"February 24, 2018",Bantamweight,SUB,2,2:33,Manny Bermudez,Albert Morales
"February 18, 2018",Welterweight,KO/TKO,1,4:58,Donald Cerrone,Yancy Medeiros
"February 18, 2018",Heavyweight,KO/TKO,3,2:48,Derrick Lewis,Marcin Tybura
"February 18, 2018",Lightweight,U-DEC,3,5:00,James Vick,Francisco Trinaldo
"February 18, 2018",Welterweight,KO/TKO,2,4:17,Curtis Millender,Thiago Alves
"February 18, 2018",Featherweight,U-DEC,3,5:00,Brandon Davis,Steven Peterson
"February 18, 2018",Lightweight,U-DEC,3,5:00,Sage Northcutt,Thibault Gouti
"February 18, 2018",Lightweight,KO/TKO,1,1:58,Diego Ferreira,Jared Gordon
"February 18, 2018",Welterweight,SUB,1,2:48,Geoff Neal,Brian Camozzi
"February 18, 2018",Flyweight,SUB,1,1:50,Robert Sanchez,Joby Sanchez
"February 18, 2018",Women's Bantamweight,U-DEC,3,5:00,Lucie Pudilova,Sarah Moras
"February 18, 2018",Welterweight,SUB,1,2:12,Alex Morono,Joshua Burkman
"February 18, 2018",Middleweight,KO/TKO,1,1:54,Oskar Piechota,Tim Williams
"February 10, 2018",Middleweight,KO/TKO,3,1:48,Yoel Romero,Luke Rockhold
"February 10, 2018",Heavyweight,U-DEC,3,5:00,Curtis Blaydes,Mark Hunt
"February 10, 2018",Heavyweight,KO/TKO,1,2:18,Tai Tuivasa,Cyril Asker
"February 10, 2018",Welterweight,U-DEC,3,5:00,Jake Matthews,Li Jingliang
"February 10, 2018",Light Heavyweight,SUB,1,3:54,Tyson Pedro,Saparbeg Safarov
"February 10, 2018",Lightweight,S-DEC,3,5:00,Dong Hyun Ma,Damien Brown
"February 10, 2018",Middleweight,KO/TKO,2,3:37,Israel Adesanya,Rob Wilkinson
"February 10, 2018",Featherweight,KO/TKO,2,4:57,Alexander Volkanovski,Jeremy Kennedy
"February 10, 2018",Flyweight,SUB,3,1:43,Jussier Formiga,Ben Nguyen
"February 10, 2018",Lightweight,U-DEC,3,5:00,Ross Pearson,Mizuto Hirota
"February 10, 2018",Bantamweight,U-DEC,3,5:00,Jose Quinonez,Teruto Ishihara
"February 10, 2018",Welterweight,U-DEC,3,5:00,Luke Jumeau,Daichi Abe
"February 03, 2018",Middleweight,S-DEC,5,5:00,Lyoto Machida,Eryk Anders
"February 03, 2018",Women's Flyweight,SUB,2,4:25,Valentina Shevchenko,Priscila Cachoeira
"February 03, 2018",Lightweight,U-DEC,3,5:00,Michel Prazeres,Desmond Green
"February 03, 2018",Heavyweight,U-DEC,3,5:00,Timothy Johnson,Marcelo Golm
"February 03, 2018",Bantamweight,U-DEC,3,5:00,Douglas Silva de Andrade,Marlon Vera
"February 03, 2018",Middleweight,KO/TKO,2,1:03,Thiago Santos,Anthony Smith
"February 03, 2018",Welterweight,S-DEC,3,5:00,Sergio Moraes,Tim Means
"February 03, 2018",Lightweight,U-DEC,3,5:00,Alan Patrick,Damir Hadzovic
"February 03, 2018",Women's Strawweight,SUB,1,3:50,Polyana Viana,Maia Stevenson
"February 03, 2018",Bantamweight,KO/TKO,1,1:06,Iuri Alcantara,Joe Soto
"February 03, 2018",Flyweight,KO/TKO,2,4:34,Deiveson Figueiredo,Joseph Morales
"January 27, 2018",Middleweight,KO/TKO,1,3:50,Jacare Souza,Derek Brunson
"January 27, 2018",Featherweight,S-DEC,3,5:00,Andre Fili,Dennis Bermudez
"January 27, 2018",Lightweight,KO/TKO,1,4:46,Gregor Gillespie,Jordan Rinaldi
"January 27, 2018",Welterweight,U-DEC,3,5:00,Drew Dober,Frank Camacho
"January 27, 2018",Lightweight,U-DEC,3,5:00,Bobby Green,Erik Koch
"January 27, 2018",Featherweight,KO/TKO,1,2:47,Mirsad Bektic,Godofredo Pepey
"January 27, 2018",Women's Flyweight,U-DEC,3,5:00,Katlyn Chookagian,Mara Romero Borella
"January 27, 2018",Women's Strawweight,U-DEC,3,5:00,Randa Markos,Juliana Lima
"January 27, 2018",Women's Flyweight,S-DEC,3,5:00,Ji Yeon Kim,Justine Kish
"January 27, 2018",Lightweight,U-DEC,3,5:00,Vinc Pichel,Joaquim Silva
"January 27, 2018",Welterweight,SUB,2,4:21,Niko Price,George Sullivan
"January 27, 2018",Featherweight,KO/TKO,2,3:48,Cory Sandhagen,Austin Arnett
"January 20, 2018",Heavyweight,U-DEC,5,5:00,Stipe Miocic,Francis Ngannou
"January 20, 2018",Light Heavyweight,KO/TKO,2,2:00,Daniel Cormier,Volkan Oezdemir
"January 20, 2018",Featherweight,KO/TKO,3,0:32,Calvin Kattar,Shane Burgos
"January 20, 2018",Light Heavyweight,S-DEC,3,5:00,Gian Villante,Francimar Barroso
"January 20, 2018",Bantamweight,KO/TKO,2,2:24,Rob Font,Thomas Almeida
"January 20, 2018",Featherweight,U-DEC,3,5:00,Kyle Bochniak,Brandon Davis
"January 20, 2018",Welterweight,KO/TKO,1,3:47,Abdul Razak Alhassan,Sabah Homasi
"January 20, 2018",Flyweight,U-DEC,3,5:00,Dustin Ortiz,Alexandre Pantoja
"January 20, 2018",Featherweight,U-DEC,3,5:00,Julio Arce,Dan Ige
"January 20, 2018",Featherweight,U-DEC,3,5:00,Enrique Barzola,Matt Bessette
"January 20, 2018",Lightweight,KO/TKO,1,0:57,Islam Makhachev,Gleison Tibau
"January 14, 2018",Featherweight,KO/TKO,2,2:36,Jeremy Stephens,Dooho Choi
"January 14, 2018",Women's Flyweight,U-DEC,3,5:00,Jessica-Rose Clark,Paige VanZant
"January 14, 2018",Welterweight,U-DEC,3,5:00,Kamaru Usman,Emil Meek
"January 14, 2018",Featherweight,SUB,2,2:22,Darren Elkins,Michael Johnson
"January 14, 2018",Lightweight,U-DEC,3,5:00,James Krause,Alex White
"January 14, 2018",Lightweight,KO/TKO,1,1:00,Marco Polo Reyes,Matt Frevola
"January 14, 2018",Women's Bantamweight,U-DEC,3,5:00,Irene Aldana,Talita Bernardo
"January 14, 2018",Bantamweight,SUB,1,4:53,Kyung Ho Kang,Guido Cannetti
"January 14, 2018",Women's Flyweight,S-DEC,3,5:00,Jessica Eye,Kalindra Faria
"January 14, 2018",Women's Strawweight,U-DEC,3,5:00,JJ Aldrich,Danielle Taylor
"January 14, 2018",Featherweight,U-DEC,3,5:00,Mads Burnell,Mike Santiago
"December 30, 2017",Women's Featherweight,U-DEC,5,5:00,Cristiane Justino,Holly Holm
"December 30, 2017",Lightweight,U-DEC,3,5:00,Khabib Nurmagomedov,Edson Barboza
"December 30, 2017",Lightweight,SUB,3,0:42,Dan Hooker,Marc Diakiese
"December 30, 2017",Women's Strawweight,U-DEC,3,5:00,Carla Esparza,Cynthia Calvillo
"December 30, 2017",Welterweight,U-DEC,3,5:00,Neil Magny,Carlos Condit
"December 30, 2017",Light Heavyweight,U-DEC,3,5:00,Khalil Rountree Jr.,Michal Oleksiejczuk
"December 30, 2017",Featherweight,U-DEC,3,5:00,Myles Jury,Rick Glenn
"December 30, 2017",Middleweight,M-DEC,3,5:00,Marvin Vettori,Omari Akhmedov
"December 30, 2017",Flyweight,U-DEC,3,5:00,Matheus Nicolau Pereira,Louis Smolka
"December 30, 2017",Bantamweight,SUB,2,1:41,Tim Elliott,Mark De La Rosa
"December 16, 2017",Welterweight,U-DEC,5,5:00,Rafael Dos Anjos,Robbie Lawler
"December 16, 2017",Featherweight,KO/TKO,1,4:33,Josh Emmett,Ricardo Lamas
"December 16, 2017",Welterweight,U-DEC,3,5:00,Santiago Ponzinibbio,Mike Perry
"December 16, 2017",Light Heavyweight,KO/TKO,1,2:45,Glover Teixeira,Misha Cirkunov
"December 16, 2017",Light Heavyweight,U-DEC,3,5:00,Jan Blachowicz,Jared Cannonier
"December 16, 2017",Middleweight,SUB,2,2:42,Julian Marquez,Darren Stewart
"December 16, 2017",Welterweight,KO/TKO,1,4:10,Chad Laprise,Galore Bofando
"December 16, 2017",Welterweight,KO/TKO,1,0:59,Nordine Taleb,Danny Roberts
"December 16, 2017",Lightweight,U-DEC,3,5:00,John Makdessi,Abel Trujillo
"December 16, 2017",Middleweight,KO/TKO,2,2:14,Alessio Di Chirico,Oluwale Bamgbose
"December 16, 2017",Welterweight,U-DEC,3,5:00,Jordan Mein,Erick Silva
"December 09, 2017",Featherweight,SUB,2,3:22,Brian Ortega,Cub Swanson
"December 09, 2017",Featherweight,U-DEC,3,5:00,Gabriel Benitez,Jason Knight
"December 09, 2017",Bantamweight,KO/TKO,1,1:07,Marlon Moraes,Aljamain Sterling
"December 09, 2017",Lightweight,U-DEC,3,5:00,Scott Holtzman,Darrell Horcher
"December 09, 2017",Middleweight,U-DEC,3,5:00,Eryk Anders,Markus Perez
"December 09, 2017",Bantamweight,U-DEC,3,5:00,Benito Lopez,Albert Morales
"December 09, 2017",Women's Flyweight,S-DEC,3,5:00,Alexis Davis,Liz Carmouche
"December 09, 2017",Bantamweight,KO/TKO,2,1:06,Andre Soukhamthath,Luke Sanders
"December 09, 2017",Bantamweight,SUB,2,1:54,Alex Perez,Carls John De Tomas
"December 09, 2017",Bantamweight,S-DEC,3,5:00,Frankie Saenz,Merab Dvalishvili
"December 09, 2017",Bantamweight,U-DEC,3,5:00,Alejandro Perez,Iuri Alcantara
"December 09, 2017",Lightweight,SUB,3,0:50,Davi Ramos,Chris Gruetzemacher
"December 09, 2017",Middleweight,KO/TKO,3,2:27,Trevin Giles,Antonio Braga Neto
"December 02, 2017",Featherweight,KO/TKO,3,4:51,Max Holloway,Jose Aldo
"December 02, 2017",Heavyweight,KO/TKO,1,1:42,Francis Ngannou,Alistair Overeem
"December 02, 2017",Flyweight,U-DEC,3,5:00,Henry Cejudo,Sergio Pettis
"December 02, 2017",Lightweight,KO/TKO,3,3:59,Eddie Alvarez,Justin Gaethje
"December 02, 2017",Women's Strawweight,U-DEC,3,5:00,Tecia Torres,Michelle Waterson
"December 02, 2017",Lightweight,KO/TKO,2,4:06,Paul Felder,Charles Oliveira
"December 02, 2017",Welterweight,KO/TKO,3,2:02,Yancy Medeiros,Alex Oliveira
"December 02, 2017",Lightweight,U-DEC,3,5:00,David Teymur,Drakkar Klose
"December 02, 2017",Women's Strawweight,S-DEC,3,5:00,Felice Herrig,Cortney Casey
"December 02, 2017",Women's Strawweight,KO/TKO,2,4:34,Amanda Cooper,Angela Magana
